PC1,PC2,pKi
1.8216755342558624,0.1589131804614162,7.550059011226662
1.8192569603717053,0.16351164124284578,6.0
0.21195594092220985,-1.5059431326746964,8.010016541698601
0.21194591641602,-1.5059240729722538,7.860120913598763
-1.2216878037955277,2.0713865699974527,4.958607314841775
-1.053737034729348,1.0744881558688069,7.366531544420414
1.008126401314884,-0.720412734539705,8.698970004336019
1.0081064916700184,-0.7203748801157874,8.0
-4.663316608602947,7.393280861573955,7.550059011226662
2.5916369310597354,1.331844826961225,6.620005959834258
-0.7544540261937384,-0.8900881336694777,7.769551078621726
0.9498916856549934,-1.0509611669037913,7.289967300934246
0.9499986303123886,-1.0511645019418636,8.079981083971084
-6.510758738374399,7.2218216655433425,7.280006173632396
0.7347305616133444,0.2831516487252742,8.522878745280337
2.7910505494022804,1.1126258022354227,6.679999195735272
0.2853969573728144,-2.083870669293036,7.580044251510242
0.28545818450818616,-2.083987081110189,8.770062314092065
-0.8433878739399638,1.568442185075471,5.769551078621726
0.026866337614902903,-0.9147394542861256,7.53003079050004
0.026918597943969398,-0.9148388174171058,8.070019409484486
-0.7694502810203089,1.7673735074877879,5.481486060122113
-0.8427563882592639,-1.126050111054566,7.657577319177793
-0.9084437490197297,1.5591490980712803,5.568636235841013
-0.9116790663103845,1.5653004419578627,5.3979400086720375
0.7757875586060824,-0.031624138383217135,8.221848749616356
-0.9586281737303833,0.7866321708265691,6.060480747381382
0.9380056535010883,-0.5770018614250674,7.161150909262744
-0.8911542696357759,-1.8890614390658496,8.154901959985743
-0.24601850208087106,0.42794305034712693,7.869988050328096
-0.24600563049546545,0.4279185774620648,8.079981083971084
-0.6271903282841766,0.8978833596802399,5.698970004336019
-1.0638865014183285,2.0858048296338696,5.267606240177032
2.127244101950822,-0.030845690326297186,5.949999401714238
2.2127103012592535,1.1734021279926874,6.950007143079858
-0.7735551947152332,0.6882776111493064,5.3979400086720375
-0.8858248549536148,1.4857548767984063,6.0
0.4222177024272034,-0.12577557333891473,7.552841968657781
-3.9692401252508955,7.106527886311797,8.029978734171634
-4.431187238409221,6.983885823456907,7.789949150124863
-0.38096277772452075,0.5838682304292192,6.23000269597146
-0.37978972633609775,0.5816378950900342,6.929999096197655
0.45540930836462273,-0.8559684984513093,7.50003813440381
0.4551818157849777,-0.8555359643400223,6.909988975992853
-0.6738612863856974,1.187547416502837,5.6777807052660805
-0.5560439099855244,-1.0930175651179392,7.809948582240794
-0.5560154989223012,-1.0930715833808693,8.389978975335854
0.590040074678278,1.7789736672441794,5.376750709602099
1.8071715440912381,1.4093376049873658,6.719991046891814
-5.291069970299401,6.676406986310237,7.849857838151442
-5.411491989939627,6.494909802501752,7.400007822415902
-0.7260309690254949,1.1529731261394007,5.721246399047171
-0.5410706687031283,-0.11515129234612613,6.301029995663981
0.1274831919075702,-0.8672955610992216,7.199970640755866
0.1276248838726672,-0.8675649615706358,8.20999647960951
1.9898426212733984,1.5077716215684447,6.209996479609511
-0.8694048969083775,1.2359463809680644,5.886056647693163
0.7347305616133444,0.2831516487252742,8.522878745280337
-0.4356578454909917,0.17268660667069252,7.823908740944319
1.5699283176501053,2.0213027964938752,7.250031916490597
1.5675795519582583,2.025768530201444,6.0
-0.6339622063189931,1.5118888248873068,5.102372908709558
0.31949526822509855,-0.582084413558804,6.890016705180107
0.31931929185154345,-0.5817498277694042,6.699991797446187
-0.686881354728756,0.6397496981976754,5.958607314841775
5.018824733886207,0.28352372299536166,8.0
-0.055022816996748394,1.000114753555226,6.522878745280337
-5.891776807985868,7.120061995935962,7.510041520575165
-0.5946465691233265,1.4738420512806445,5.318758762624412
-0.44238653280208995,1.8906664840185128,5.619788758288394
1.0324212773709904,-0.7507801358811809,8.221848749616356
0.7319748540002258,1.820874424759722,7.010016541698601
-4.5089318927769115,6.738140285080738,7.849857838151442
2.6026282956744917,0.5717671948891846,6.639993867770902
-0.6220624628818249,-2.1427487835599712,7.869988050328096
-0.6220357441384151,-2.1427995841968692,8.560036064079094
-0.6000110345918976,-2.063187586082665,8.18996921359416
-0.5999966476336466,-2.0632149401625686,9.169989064063882
-1.3355158751200604,1.6539489649974517,5.096910013008056
-5.534509307837109,6.7925955011074235,7.450016388840311
2.2204867489436144,1.1105637980137608,5.559999795538785
0.9489008583656109,-0.6717161740932196,8.301029995663981
0.3261119216260077,-0.6395484875535622,7.3799681048737025
0.3261976475793878,-0.6397114792393447,8.14002155835798
-4.13964926042582,7.442798541494943,7.709965388637482
-5.164270946745454,6.949868749078372,8.823908740944319
-6.792494822355912,9.97636306690319,9.236572006437065
-3.891970306083239,5.007592942921398,7.958607314841775
-4.747317121571357,2.653716954462197,5.698970004336019
0.33550626078193974,1.5934463357822275,7.050609993355087
-0.148072328984508,0.2023244816392848,8.910094888560602
2.03638062943336,0.6216428788640228,8.819874124835946
0.5549777805504613,1.411944995104902,9.267606240177033
-5.38989459044451,9.025298088171231,6.619788758288394
-3.9622670044041315,3.5819042424940197,6.130768280269024
0.24777616136217023,1.2245722732504012,8.079981083971084
0.7016379852483916,0.8102167257766835,8.080921907623926
0.4212945930496977,0.8561158571884019,9.130768280269024
1.2226767827855505,0.30242161088710434,8.869988050328097
2.266642863121665,1.4666882051542331,9.366531544420411
1.2348386453538234,-0.20575115164074056,8.920818753952375
0.6981493204824042,1.6446806388254558,5.958607314841775
-5.460681210182287,8.159712382313163,7.301029995663981
0.2057133166077557,-0.23656794007561827,9.079981083971084
-5.164273933192184,6.949874427241961,8.568636235841012
-1.3273808957478015,1.0280775383467058,8.136677139879543
1.365498932058759,-0.012633187221504225,8.639974910810603
-0.4883801800564394,1.6764362450894472,8.070581074285707
-5.407997266743707,9.246082953430973,7.481486060122112
-4.185821322905354,2.8748072771751403,7.481486060122112
0.41346408391491846,0.2734269163281931,6.199998172182031
0.9000578496523315,0.009325379771732404,7.876148359032914
-0.6222861252054261,0.2688228799494039,8.537602002101044
-5.344894401069828,8.424575873380732,7.251811972993799
1.8946938241370102,-0.12780180655937073,8.770062314092065
1.3182799235208622,-0.28466464209362907,7.468521082957745
-4.655975291978776,7.802684705180404,8.154901959985743
1.134746463238007,-0.3262790029854972,8.920818753952375
0.1829865235894367,1.913976206838831,9.065501548756432
-4.400273344005554,7.063021556127705,9.0
1.4262017836363097,0.7575723321797325,9.019996628416251
1.4011062817702566,-0.5523774461786596,8.036212172654444
-3.891944921286036,5.007544678530903,9.096910013008056
-4.6323730183439435,9.476291498981261,7.795880017344075
-5.471811276070403,8.01090159898488,7.823908740944319
1.222646567410762,0.3024790597072021,7.869988050328096
0.6250023682363156,0.5407788757492901,9.289967300934247
1.239806255496788,1.4879028683647926,8.823908740944319
-0.37236017647810166,1.0613210274788776,7.619788758288394
-1.0515906192848392,0.47830068585168967,9.017728766960431
-4.65893930853621,9.377324101353889,8.096910013008056
-2.545005042349773,6.363022176568245,7.026872146400302
0.9738252068297693,1.7162840135904878,8.853871964321762
0.6022959658489111,1.5921878621149312,6.958607314841775
-5.41915719709912,9.097328951738572,8.0
0.07346430498981404,0.19800936281158438,8.049976093476673
-0.6107232516501164,-0.3015811300064955,8.410050398674292
1.3415494528663907,-0.31308254060335816,6.346787486224656
0.8159730860217167,1.1252602428125464,8.356547323513812
0.361355338869961,1.9877133614584748,6.318758762624412
-0.04159272866370037,0.44997633589491043,9.029978734171634
0.40719354921009665,2.105774155492294,8.920818753952375
0.26523698964339065,1.2656883345759444,8.585026652029182
1.0380804510299202,0.727308050145629,7.031517051446065
-5.417401740274614,10.237300443110906,7.638272163982407
-0.13211207857692814,-0.19897784876473917,7.299988937677887
1.3655024660207233,-0.01263990638174957,9.059981844992336
1.0242904827595496,0.019654341748302263,9.13000599987826
2.0016707717048927,0.953031855275523,7.299988937677887
1.2940507492928117,-0.2544221603510811,8.443697499232712
-4.929949158829111,10.341384387831447,9.0
-4.185746163995985,2.874664376724851,8.55284196865778
-1.3273975700753762,1.0281092414267374,7.853871964321762
-4.775451506262946,9.14541423302433,6.292429823902063
-0.26530948034392526,1.0469073773856883,8.638272163982407
-5.061085431202263,8.37090027178097,8.397940008672037
-5.565052087198076,7.513095683348065,6.920818753952375
-5.442754153187293,9.98669591323419,7.5376020021010435
-4.185760847359075,2.874692294362491,8.060480747381382
0.6412991188054575,0.4341858131481259,9.240030142445692
0.641299413219331,0.4341852533758322,9.33998877871067
1.504369188111479,1.9350697025837342,8.568636235841012
1.294185294512327,1.6221183311624137,9.42021640338319
-4.4363604405371335,9.646776037318649,9.0
-4.996856301489408,7.1619645193916215,6.585026652029182
-4.747317121571357,2.653716954462197,5.698970004336019
23.043064563551464,6.517142641826051,8.387216143280265
23.04277612257147,6.517691057792552,6.920818753952375
22.230574839905156,5.792134118468728,8.67778070526608
22.230465585728947,5.7923418446199735,7.337242168318426
18.987437794069976,6.408191994049273,7.958607314841775
18.987325802317606,6.408404925183805,7.251811972993799
21.967921090301587,5.559300994601699,8.958607314841775
21.967899438562792,5.559342161287709,8.008773924307505
18.87950919100536,5.253082310003982,7.853871964321762
18.879270275266975,5.253536563090992,6.958607314841775
24.438037162559155,5.43711036203375,8.619788758288394
24.437995850046057,5.437188909963383,7.721246399047171
19.602972706816825,4.998835955746505,8.698970004336019
19.60287813600372,4.999015764260113,7.397940008672037
20.639550281062977,6.537575651820544,8.853871964321762
20.639508968549883,6.537654199750172,7.744727494896693
